"campaign_id"	"title"	"sent"	"to_send"	"recipients"	"lists_excl"	"opens_count"	"unique_opens"	"text"
322	"[Name,fallback=] quer participar dessa liga?"	2019-06-07	60410	60410	""	9900	8375	"             Se você nos acompanha há algum tempo já deve saber que aqui no Guru do Cartola estamos sempre pensando em formas de surpreender os cartoleiros!      Te falei ontem que abri algumas vagas para o TIME GURU...      E hoje estava pensando no que eu podia fazer pra te surpreender!          E olha só o que eu preparei...         Para todos que entrarem no Time G uru  agora.... eu vou convidar para participar de uma   LIGA    PREMIADA!!!          Se em algum momento você pensou em participar do TIME GURU, vou ser bem sincero:      Essa é uma excelente oportunidade!           Além de todos os benefícios de quem é TIME GURU, você vai participar de uma liga valendo:          - O primeiro colocado leva R$ 400,00          - O segundo colocado leva R$ 100,00             IMPORTANTE: Essa liga valerá para a  RODADA 9  e para participar você  não precisa ser PRO  nem ter espaço pra liga no Cartola. Vou organizar tudo no site!            E quais são os benefícios do TIME GURU???       - Acesso completo à página  Escalação, com informações, scouts, estatísticas,   mapas   de     calor   de todos os jogadores e de seus adversários         - Análise específica para cada jogador, pontuação e valorização esperadas      - Seleção do Guru e Time Valorização        -   NOVIDADE: Avaliação do seu time pelo Guru do Cartola        - Avaliação do seu time por vários cartoleiros de elite      - Dicas  exclusivas  pelo whatsapp      - Grupo de resenha no whatsapp      -  Premiação  -  Camisa oficial do seu time do coração TODA RODADA        -  Premiação  -   Viagem para você e um acompanhante para a final da   Libertadores   no   Chile   (valerá a pontuação das rodadas do mês de agosto na Liga do Guru - ou seja, você disputará de igual pra igual).            E sim, essa oportunidade é única e vai acabar muito rápido...            Caso queira participar, corra para garantir a sua vaga!!!            QUERO ENTRAR PARA O TIME GURU AGORA!           Te espero no TIME!        Grande abraço,                Luís, do Guru do Cartola               .        .        Caso não queira mais receber as melhores dicas de cartola, clique em        sair       .       "
323	"imagina o Flamengo na final da libertadores..."	2019-06-11	11567	11567	""	1789	1551	"             Que eu sou fanático por futebol, você já sabe...       Mas, de verdade, eu acho que uma das maiores emoções que a gente pode ter na vida é o nosso time ser campeão da Libertadores...e estar lá no estádio!      Estou te falando isso porque eu já tive a sorte de viver uma final de libertadores, assistindo o meu time do coração...      O pré-jogo fora do estádio, as torcidas chegando, os fogos, a resenha e aquele frio na barriga... é totalmente inexplicável!      É uma FINAL de Libertadores meus amigos!! :)      Mas um outro sonho que eu não realizei ainda é conhecer o Chile...       Sempre vejo fotos maravilhosas de lá, de Santiago, do deserto do Atacama, das montanhas de neve e até das praias!      Esse ano, não sei se você viu, a final da Libertadores da América vai ser em Santiago, no Chile!      Agora imagina viajar para Santiago, assistir a final da Libertadores e o Flamengo jogando??      Eu não acharia ruim não viu....hehe      Agora imagina se você pudesse fazer essa viagem com TUDO PAGO?      Sua passagem de avião, o ingresso pro jogo, deslocamentos do aeroporto para o hotel e para o jogo e 4 diárias no hotel!!!      Ahh... mas pera aí né...       você não vai querer ir sozinho... então imagina isso tudo pra você e mais um acompanhante! Que você vai escolher, é claro! :)      Essa é a maior premiação do Time Guru em 2019. Exatamente isso.      e como concorrer??      Os integrantes do Time Guru vão disputar uma  liga em AGOSTO  e o maior pontuador irá levar ganhar esse mega prêmio!      A liga ainda não começou e você terá as mesmas chances de ganhar!      Mas, como eu disse, essa é a maior premiação... então quer dizer que temos outras também!       Além disso, você vai concorrer a uma camisa oficial do Flamengo todas as rodadas.      Ter acesso completo ao site...      Vamos avaliar o seu time todas as rodadas, se você quiser...       E também temos as nossas dicas exclusivas pelo whatsapp!      Temos o grupo de resenha, para os cartoleiros trocarem ideias...      E também os grupos que eu mando as dicas!      Bom, é isso aí...       [Name,fallback=Cara], sinceramente, eu acho que já está claro que entrar para o Time Guru é um excelente negócio que você vai fazer...       Mas FIQUE ATENTO, porque  as vagas vão fechar amanhã às 17:15.  (Na mesma hora que o mercado fechar para a rodada 9).      Ah.. e tem mais!       Criei também uma liga bônus para quem entrar agora!!        Serão R$ 500,00 em prêmios.        Valerá a pontuação da rodada 9. O primeiro lugar leva R$ 400,00 e o segundo R$ 100,00!       Não precisa ser PRO e nem entrar em nenhuma liga, vou organizar tudo pelo nosso site.            Eu quero entrar para o Time Guru agora!             Quero mais detalhes de todos os benefícios do Time Guru.            Grande abraço,              Luís, do Guru do Cartola               .          .         Caso não queira mais receber as melhores dicas de cartola, clique em        sair       .       "
324	"imagina o Palmeiras na final da libertadores..."	2019-06-11	3896	3896	""	678	585	"             Que eu sou fanático por futebol, você já sabe...       Mas, de verdade, eu acho que uma das maiores emoções que a gente pode ter na vida é o nosso time ser campeão da Libertadores...e estar lá no estádio!      Estou te falando isso porque eu já tive a sorte de viver uma final de libertadores, assistindo o meu time do coração...      O pré-jogo fora do estádio, as torcidas chegando, os fogos, a resenha e aquele frio na barriga... é totalmente inexplicável!      É uma FINAL de Libertadores meus amigos!! :)      Mas um outro sonho que eu não realizei ainda é conhecer o Chile...       Sempre vejo fotos maravilhosas de lá, de Santiago, do deserto do Atacama, das montanhas de neve e até das praias!      Esse ano, não sei se você viu, a final da Libertadores da América vai ser em Santiago, no Chile!      Agora imagina viajar para Santiago, assistir a final da Libertadores e o Palmeiras jogando??      Eu não acharia ruim não viu....hehe      Agora imagina se você pudesse fazer essa viagem com TUDO PAGO?      Sua passagem de avião, o ingresso pro jogo, deslocamentos do aeroporto para o hotel e para o jogo e 4 diárias no hotel!!!      Ahh... mas pera aí né...       você não vai querer ir sozinho... então imagina isso tudo pra você e mais um acompanhante! Que você escolher, é claro! :)      Essa é a maior premiação do Time Guru em 2019. Exatamente isso.      e como concorrer??      Os integrantes do Time Guru vão disputar uma  liga em AGOSTO  e o maior pontuador irá levar ganhar esse mega prêmio!      A liga ainda não começou e você terá as mesmas chances de ganhar!      Mas, como eu disse, essa é a maior premiação... então quer dizer que também temos outras!       Além disso, você vai concorrer a uma camisa oficial do Palmeiras todas as rodadas.      Ter acesso completo ao site...      Vamos avaliar o seu time todas as rodadas se você quiser...       E também temos as nossas dicas exclusivas pelo whatsapp!      Temos o grupo de resenha, para os cartoleiros trocarem ideias...      E também os grupos que eu mando as dicas!      Bom, é isso aí...       [Name,fallback=], sinceramente, eu acho que já está claro que entrar para o Time Guru é um excelente negócio que você vai fazer...       Mas FIQUE ATENTO, porque  as vagas vão fechar amanhã às 17:15.  (Na mesma hora que o mercado fechar para a rodada 9).      Ah.. e tem mais!       Criei também uma liga bônus para quem entrar agora!!        Serão R$ 500,00 em prêmios.        Valerá a pontuação da rodada 9. O primeiro lugar leva R$ 400,00 e o segundo R$ 100,00!       Não precisa ser PRO e nem entrar em nenhuma liga, vou organizar tudo pelo nosso site.            Eu quero entrar para o Time Guru agora!             Quero mais detalhes de todos os benefícios do Time Guru.            Grande abraço,              Luís, do Guru do Cartola               .          .         Caso não queira mais receber as melhores dicas de cartola, clique em        sair       .       "
325	"imagina o Cruzeirão cabuloso na final da libertadores..."	2019-06-11	3022	3022	""	553	460	"             Que eu sou fanático por futebol, você já sabe...       Mas, de verdade, eu acho que uma das maiores emoções que a gente pode ter na vida é o nosso time ser campeão da Libertadores...e estar lá no estádio!      Estou te falando isso porque eu já tive a sorte de viver uma final de libertadores, assistindo o meu time do coração...      O pré-jogo fora do estádio, as torcidas chegando, os fogos, a resenha e aquele frio na barriga... é totalmente inexplicável!      É uma FINAL de Libertadores meus amigos!! :)      Mas um outro sonho que eu não realizei ainda é conhecer o Chile...       Sempre vejo fotos maravilhosas de lá, de Santiago, do deserto do Atacama, das montanhas de neve e até das praias!      Esse ano, não sei se você viu, a final da Libertadores da América vai ser em Santiago, no Chile!      Agora imagina viajar para Santiago, assistir a final da Libertadores e o Cruzeiro jogando??      Eu não acharia ruim não viu....hehe      Agora imagina se você pudesse fazer essa viagem com TUDO PAGO?      Sua passagem de avião, o ingresso pro jogo, deslocamentos do aeroporto para o hotel e para o jogo e 4 diárias no hotel!!!      Ahh... mas pera aí né...       você não vai querer ir sozinho... então imagina isso tudo pra você e mais um acompanhante! Que você escolher, é claro! :)      Essa é a maior premiação do Time Guru em 2019. Exatamente isso.      e como concorrer??      Os integrantes do Time Guru vão disputar uma  liga em AGOSTO  e o maior pontuador irá levar ganhar esse mega prêmio!      A liga ainda não começou e você terá as mesmas chances de ganhar!      Mas, como eu disse, essa é a maior premiação... então quer dizer que também temos outras!       Além disso, você vai concorrer a uma camisa oficial do Cruzeiro todas as rodadas.      Ter acesso completo ao site...      Vamos avaliar o seu time todas as rodadas se você quiser...       E também temos as nossas dicas exclusivas pelo whatsapp!      Temos o grupo de resenha, para os cartoleiros trocarem ideias...      E também os grupos que eu mando as dicas!      Bom, é isso aí...       [Name,fallback=], sinceramente, eu acho que já está claro que entrar para o Time Guru é um excelente negócio que você vai fazer...       Mas FIQUE ATENTO, porque  as vagas vão fechar amanhã às 17:15.  (Na mesma hora que o mercado fechar para a rodada 9).      Ah.. e tem mais!       Criei também uma liga bônus para quem entrar agora!!        Serão R$ 500,00 em prêmios.        Valerá a pontuação da rodada 9. O primeiro lugar leva R$ 400,00 e o segundo R$ 100,00!       Não precisa ser PRO e nem entrar em nenhuma liga, vou organizar tudo pelo nosso site.            Eu quero entrar para o Time Guru agora!             Quero mais detalhes de todos os benefícios do Time Guru.            Grande abraço,              Luís, do Guru do Cartola               .          .         Caso não queira mais receber as melhores dicas de cartola, clique em        sair       .       "
326	"imagina o Grêmio na final da libertadores..."	2019-06-11	2407	2407	""	447	385	"             Que eu sou fanático por futebol, você já sabe...       Mas, de verdade, eu acho que uma das maiores emoções que a gente pode ter na vida é o nosso time ser campeão da Libertadores...e estar lá no estádio!      Estou te falando isso porque eu já tive a sorte de viver uma final de libertadores, assistindo o meu time do coração...      O pré-jogo fora do estádio, as torcidas chegando, os fogos, a resenha e aquele frio na barriga... é totalmente inexplicável!      É uma FINAL de Libertadores meus amigos!! :)      Mas um outro sonho que eu não realizei ainda é conhecer o Chile...       Sempre vejo fotos maravilhosas de lá, de Santiago, do deserto do Atacama, das montanhas de neve e até das praias!      Esse ano, não sei se você viu, a final da Libertadores da América vai ser em Santiago, no Chile!      Agora imagina viajar para Santiago, assistir a final da Libertadores e o Grêmio jogando??      Eu não acharia ruim não viu....hehe      Agora imagina se você pudesse fazer essa viagem com TUDO PAGO?      Sua passagem de avião, o ingresso pro jogo, deslocamentos do aeroporto para o hotel e para o jogo e 4 diárias no hotel!!!      Ahh... mas pera aí né...       você não vai querer ir sozinho... então imagina isso tudo pra você e mais um acompanhante! Que você escolher, é claro! :)      Essa é a maior premiação do Time Guru em 2019. Exatamente isso.      e como concorrer??      Os integrantes do Time Guru vão disputar uma  liga em AGOSTO  e o maior pontuador irá levar ganhar esse mega prêmio!      A liga ainda não começou e você terá as mesmas chances de ganhar!      Mas, como eu disse, essa é a maior premiação... então quer dizer que também temos outras!       Além disso, você vai concorrer a uma camisa oficial do Grêmio todas as rodadas.      Ter acesso completo ao site...      Vamos avaliar o seu time todas as rodadas se você quiser...       E também temos as nossas dicas exclusivas pelo whatsapp!      Temos o grupo de resenha, para os cartoleiros trocarem ideias...      E também os grupos que eu mando as dicas!      Bom, é isso aí...       [Name,fallback=], sinceramente, eu acho que já está claro que entrar para o Time Guru é um excelente negócio que você vai fazer...       Mas FIQUE ATENTO, porque  as vagas vão fechar amanhã às 17:15.  (Na mesma hora que o mercado fechar para a rodada 9).      Ah.. e tem mais!       Criei também uma liga bônus para quem entrar agora!!        Serão 500 reais em prêmios.        Valerá a pontuação da rodada 9. O primeiro lugar leva 400 e o segundo 100!       Não precisa ser PRO e nem entrar em nenhuma liga, vou organizar tudo pelo nosso site.            Eu quero entrar para o Time Guru agora!             Quero mais detalhes de todos os benefícios do Time Guru.            Grande abraço,              Luís, do Guru do Cartola               .          .         Caso não queira mais receber as melhores dicas de cartola, clique em        sair       .       "
327	"imagina o Inter na final da libertadores..."	2019-06-11	1510	1510	""	289	247	"             Que eu sou fanático por futebol, você já sabe...       Mas, de verdade, eu acho que uma das maiores emoções que a gente pode ter na vida é o nosso time ser campeão da Libertadores...e estar lá no estádio!      Estou te falando isso porque eu já tive a sorte de viver uma final de libertadores, assistindo o meu time do coração...      O pré-jogo fora do estádio, as torcidas chegando, os fogos, a resenha e aquele frio na barriga... é totalmente inexplicável!      É uma FINAL de Libertadores meus amigos!! :)      Mas um outro sonho que eu não realizei ainda é conhecer o Chile...       Sempre vejo fotos maravilhosas de lá, de Santiago, do deserto do Atacama, das montanhas de neve e até das praias!      Esse ano, não sei se você viu, a final da Libertadores da América vai ser em Santiago, no Chile!      Agora imagina viajar para Santiago, assistir a final da Libertadores e o Inter jogando??      Eu não acharia ruim não viu....hehe      Agora imagina se você pudesse fazer essa viagem com TUDO PAGO?      Sua passagem de avião, o ingresso pro jogo, deslocamentos do aeroporto para o hotel e para o jogo e 4 diárias no hotel!!!      Ahh... mas pera aí né...       você não vai querer ir sozinho... então imagina isso tudo pra você e mais um acompanhante! Que você escolher, é claro! :)      Essa é a maior premiação do Time Guru em 2019. Exatamente isso.      e como concorrer??      Os integrantes do Time Guru vão disputar uma  liga em AGOSTO  e o maior pontuador irá levar ganhar esse mega prêmio!      A liga ainda não começou e você terá as mesmas chances de ganhar!      Mas, como eu disse, essa é a maior premiação... então quer dizer que temos outras também!       Além disso, você vai concorrer a uma camisa oficial do Colorado todas as rodadas.      Ter acesso completo ao site...      Vamos avaliar o seu time todas as rodadas se você quiser...       E também temos as nossas dicas exclusivas pelo whatsapp!      Temos o grupo de resenha, para os cartoleiros trocarem ideias...      E também os grupos que eu mando as dicas!      Bom, é isso aí...       [Name,fallback=], sinceramente, eu acho que já está claro que entrar para o Time Guru é um excelente negócio que você vai fazer...       Mas FIQUE ATENTO, porque  as vagas vão fechar amanhã às 17:15.  (Na mesma hora que o mercado fechar para a rodada 9).      Ah.. e tem mais!       Criei também uma liga bônus para quem entrar agora!!        Serão 500 reais em prêmios.        Valerá a pontuação da rodada 9. O primeiro lugar leva 400 e o segundo 100!       Não precisa ser PRO e nem entrar em nenhuma liga, vou organizar tudo pelo nosso site.            Eu quero entrar para o Time Guru agora!             Quero mais detalhes de todos os benefícios do Time Guru.            Grande abraço,              Luís, do Guru do Cartola               .          .         Caso não queira mais receber as melhores dicas de cartola, clique em        sair       .       "
328	"imagina o Athletico na final da libertadores..."	2019-06-11	338	338	""	55	49	"             Que eu sou fanático por futebol, você já sabe...       Mas, de verdade, eu acho que uma das maiores emoções que a gente pode ter na vida é o nosso time ser campeão da Libertadores...e estar lá no estádio!      Estou te falando isso porque eu já tive a sorte de viver uma final de libertadores, assistindo o meu time do coração...      O pré-jogo fora do estádio, as torcidas chegando, os fogos, a resenha e aquele frio na barriga... é totalmente inexplicável!      É uma FINAL de Libertadores meus amigos!! :)      Mas um outro sonho que eu não realizei ainda é conhecer o Chile...       Sempre vejo fotos maravilhosas de lá, de Santiago, do deserto do Atacama, das montanhas de neve e até das praias!      Esse ano, não sei se você viu, a final da Libertadores da América vai ser em Santiago, no Chile!      Agora imagina viajar para Santiago, assistir a final da Libertadores e o Athletico jogando??      Eu não acharia ruim não viu....hehe      Agora imagina se você pudesse fazer essa viagem com TUDO PAGO?      Sua passagem de avião, o ingresso pro jogo, deslocamentos do aeroporto para o hotel e para o jogo e 4 diárias no hotel!!!      Ahh... mas pera aí né...       você não vai querer ir sozinho... então imagina isso tudo pra você e mais um acompanhante! Que você escolher, é claro! :)      Essa é a maior premiação do Time Guru em 2019. Exatamente isso.      e como concorrer??      Os integrantes do Time Guru vão disputar uma  liga em AGOSTO  e o maior pontuador irá levar ganhar esse mega prêmio!      A liga ainda não começou e você terá as mesmas chances de ganhar!      Mas, como eu disse, essa é a maior premiação... então quer dizer que temos outras também!       Além disso, você vai concorrer a uma camisa oficial do Athletico todas as rodadas.      Ter acesso completo ao site...      Vamos avaliar o seu time todas as rodadas se você quiser...       E também temos as nossas dicas exclusivas pelo whatsapp!      Temos o grupo de resenha, para os cartoleiros trocarem ideias...      E também os grupos que eu mando as dicas!      Bom, é isso aí...       [Name,fallback=], sinceramente, eu acho que já está claro que entrar para o Time Guru é um excelente negócio que você vai fazer...       Mas FIQUE ATENTO, porque  as vagas vão fechar amanhã às 17:15.  (Na mesma hora que o mercado fechar para a rodada 9).      Ah.. e tem mais!       Criei também uma liga bônus para quem entrar agora!!        Serão 500 reais em prêmios.        Valerá a pontuação da rodada 9. O primeiro lugar leva 400 e o segundo 100!       Não precisa ser PRO e nem entrar em nenhuma liga, vou organizar tudo pelo nosso site.            Eu quero entrar para o Time Guru agora!             Quero mais detalhes de todos os benefícios do Time Guru.            Grande abraço,              Luís, do Guru do Cartola               .          .         Caso não queira mais receber as melhores dicas de cartola, clique em        sair       .       "
329	"posso avaliar seu time [Name,fallback=]?"	2019-06-11	38461	38461	"295,294,293,292,291,290"	7778	6530	"             Fala [Name,fallback=]!!       Todos os dias eu recebo dezenas de comentários por email, pelo instagram, youtube e whatsapp do pessoal pedindo pra eu avaliar o time.        Eu não tenho bola de cristal e nem sou melhor que ninguém!       Eu só procuro acompanhar bastante os times e estudar as estatísticas do nosso site, analisando os confrontos, os jogadores...       levando em conta os scouts, o algoritmo de valorização do cartola, as probabilidades dos times não tomarem gol e se tem chances de fazer muitos gols ou não.         Por isso,  hoje eu resolvi lançar  o serviço de ANÁLISE DO TIME PELO GURU DO CARTOLA para os assinantes do TIME GURU!         Isso mesmo! A partir rodada 9, quem é do Time Guru, vai poder escalar o time pelo site e enviar pra avaliação e eu vou te dizer o que acho do seu time baseado em diversos fatores.          RECADOS IMPORTANTES  (o que você precisa saber, além da avaliação do seu time)         1 -  As vagas para o Time Guru vão se encerrar amanhã (quarta-feira) às 17:15.  Depois disso não terá mais como entrar.       2 - Você vai entrar em uma liga valendo uma viagem para a Final da Libertadores no Chile, incluindo: passagens aéreas, 4 diárias de hotel, ingressos para o jogo e deslocamentos. Tudo para você e mais uma pessoa que você escolher! S2.        3 - Você concorre a uma camisa oficial do seu time todas as rodadas.        4 - Você terá acesso completo a todas as estatísticas do site.        5 - Você entrará em dois grupos de whatsapp. Um para resenha com outros membros do Time Guru e outro que eu dou várias dicas e informações.        6 - Eu tenho certeza que você não vai arrepender. Por isso eu te dou 15 dias de garantia e devolvo 100% do seu investimento se você achar que não valeu a pena. Seu risco é 0.        7 - Não sei o que você ainda está esperando pra entrar no Time Guru. Não é conversa fiada, as vagas fecham amanhã.          Ah.. e tem mais!       Criei também uma liga bônus para quem entrar agora!!        Serão 500 reais em prêmios.        Valerá a pontuação da rodada 9. O primeiro lugar leva 400 e o segundo 100!       Não precisa ser PRO e nem entrar em nenhuma liga, vou organizar tudo pelo nosso site.            Eu quero entrar para o Time Guru agora!             Quero mais detalhes de todos os benefícios do Time Guru.            Grande abraço,              Luís, do Guru do Cartola               .          .         Caso não queira mais receber as melhores dicas de cartola, clique em        sair       .       "
330	"posso avaliar seu time [Name,fallback=]?"	2019-06-12	22665	22665	"297"	4450	3840	"             Fala [Name,fallback=]!!       Todos os dias eu recebo dezenas de comentários por email, pelo instagram, youtube e whatsapp do pessoal pedindo pra eu avaliar o time.        Eu não tenho bola de cristal e nem sou melhor que ninguém!       Eu só procuro acompanhar bastante os times e estudar as estatísticas do nosso site, analisando os confrontos, os jogadores...       levando em conta os scouts, o algoritmo de valorização do cartola, as probabilidades dos times não tomarem gol e se tem chances de fazer muitos gols ou não.         Por isso,  agora eu resolvi lançar  o serviço de ANÁLISE DO TIME PELO GURU DO CARTOLA para os assinantes do TIME GURU!         Isso mesmo! A partir rodada 9, quem é do Time Guru, vai poder escalar o time pelo site e enviar pra avaliação e eu vou te dizer o que acho do seu time baseado em diversos fatores.          RECADOS IMPORTANTES  (o que você precisa saber, além da avaliação do seu time)         1 -  As vagas para o Time Guru vão se encerrar HOJE (quarta-feira) às 17:15.  Depois disso não terá mais como entrar.       2 - Você vai entrar em uma liga valendo uma viagem para a Final da Libertadores no Chile, incluindo: passagens aéreas, 4 diárias de hotel, ingressos para o jogo e deslocamentos. Tudo para você e mais uma pessoa que você escolher! S2.        3 - Você concorre a uma camisa oficial do seu time todas as rodadas.        4 - Você terá acesso completo a todas as estatísticas do site.        5 - Você entrará em dois grupos de whatsapp. Um para resenha com outros membros do Time Guru e outro que eu dou várias dicas e informações.        6 - Eu tenho certeza que você não vai arrepender. Por isso eu te dou 15 dias de garantia e devolvo 100% do seu investimento se você achar que não valeu a pena. Seu risco é 0.        7 - Não sei o que você ainda está esperando pra entrar no Time Guru. Não é conversa fiada, as vagas fecham amanhã.          Ah.. e tem mais!       Criei também uma liga bônus para quem entrar agora!!        Serão 500 reais em prêmios.        Valerá a pontuação da rodada 9. O primeiro lugar leva 400 e o segundo 100!       Não precisa ser PRO e nem entrar em nenhuma liga, vou organizar tudo pelo nosso site.            Eu quero entrar para o Time Guru agora!             Quero mais detalhes de todos os benefícios do Time Guru.            Grande abraço,              Luís, do Guru do Cartola               .          .         Caso não queira mais receber as melhores dicas de cartola, clique em        sair       .       "
332	"Que arrependimento..."	2019-06-12	38298	38298	"297,295,294,293,292,291,290"	6524	5501	"             (Se você está vendo este e-mail depois das 17h e 15min, pode parar de ler aqui).        O fato é o seguinte: eu já perdi alguns prazos na vida e é uma dor muito grande.        O arrependimento bate forte...        Então esse é um último lembrete para você que quer participar do TIME GURU!!!        Se em algum momento você quis entrar para esse seleto grupo de cartoleiros, a hora é   AGORA  !         As vagas vão se encerrar às 17:15 desta quarta-feira.         Depois que o mercado fechar, não terá mais como entrar no Time Guru!        Então se você está comprometido em CHEGAR NO TOPO DA SUA LIGA ESSE ANO, OU SE MANTER LÁ...        VEM COMIGO!!        Fique tranquilo! Todas as condições que te falei pra essa última semana de vagas, ainda estão valendo!!        Então, a  lém de todos os benefícios de quem é TIME GURU, você vai participar de uma liga bônus valendo 500 reais.           E quais são os outros benefícios do TIME GURU???         1 -  Você vai entrar em uma liga valendo uma viagem para a Final da Libertadores no Chile, incluindo: passagens aéreas, 4 diárias de hotel, ingressos para o jogo e deslocamentos. Tudo para você e mais um pessoa que você escolher! S2.           2 -  Eu vou avaliar o seu time pelo site todas as rodadas que você quiser.  (novidade)           3 -  Você concorre a uma camisa oficial do seu time todas as rodadas.          4 -  Você terá acesso completo a todas as estatísticas do site.          5 -  Você entrará em dois grupos de whatsapp. Um para resenha com outros membros do Time Guru e outro que eu dou várias dicas e informações.          6 -  Eu tenho certeza que você não vai arrepender. Por isso eu te dou 15 dias de garantia e devolvo 100% do seu investimento se você achar que não valeu a pena. Seu risco é 0.          7 -  Não sei o que você ainda está esperando pra entrar no Time Guru. Não é conversa fiada, as vagas vão fechar às 17:15 de HOJE.             Se quiser saber mais detalhes do Time Guru, clique aqui que vou te explicar tudo.           SIM, EU QUERO PARTICIPAR AGORA!          Eu vejo você do outro lado.          Grande abraço,             Luís, do Guru do Cartola                .      Caso não queira receber nossos e-mails, clique em      sair     .      "
333	"Liga da Rodada 9"	2019-06-12	407	407	""	366	252	"            Opa! tudo certo?      Aqui é o Luís...      Só queria te avisar que a sua participação está confirmada na liga premiada da rodada 9!!      Você logou no nosso site com o e-mail  [Email]  e já identificamos o seu time para conferir a sua pontuação.      Agora você está concorrendo a:       1&deg; colocado - 400 reais 2&deg; colocado - 100 reais       O resultado irá sair na sexta-feira lá no site, no menu &quot;Prêmios e Ranking&quot;!      Te desejo um boa sorte especial nessa rodada!       Tamo junto!          Grande abraço,             Luís, do Guru do Cartola                .      Caso não queira receber nossos e-mails, clique em      sair     .      "
336	"[Name,fallback=], precisamos conversar sobre o [time,fallback=seu time]"	2019-07-19	614	614	""	118	102	"       Tem duas coisas que eu sou bastante viciado. Uma é  futebol e outra é analisar os números e as informações do Cartola.         As vezes o pessoal me acha até meio doido por isso...          Mas eu fico analisando todos os scouts, tentando entender as escalações do pessoal, fazendo contas, gráficos, testes... e por aí vai...         Acho que não foi à toa que criei o Guru do Cartola...         E estou te contando isso porque eu tava dando uma olhada no seu time, o  [time,fallback=].         Vi que você está focado em valorização!         Afinal de contas não é todo mundo que tem [patrimonio,fallback=tantas] cartoletas! :)         Que você sabe muito bem como ganhar cartoletas eu já sei!         E talvez você tenha conhecido o Guru do Cartola exatamente por mostrarmos em tempo real a valorização dos jogadores.       Isso só é possível porque descobri a fórmula de valorização do Cartola.          E isso pode te ajudar a ganhar mais cartoletas ainda!          Usando a fórmula de valorização do Cartola, eu calculo a pontuação mínima para cada jogador valorizar.         Então fica muito fácil ter uma ideia de quem tem grandes chances de valorizar!         Além disso, escalamos o Time Valorização toda rodada.         O objetivo dele é ganhar o máximo de cartoletas possível.          E sabendo a fórmula de valorização isso fica muito mais fácil!!          Então tô passando aqui para te dar esse toque!!         Nós sabemos que existem várias ligas que vence quem tiver mais cartoletas, como a liga por Patrimônio.         E como eu quero te ver ganhando suas ligas, estou passando aqui pra te dar esse aviso!         Ahh... e outro aviso importante, estou recebendo muitas mensagens sobre isso, então já vou te falar de uma vez.         Pouco mais de um mês atrás fechamos as vagas para participar do nosso programa de assinantes, o TIME GURU.          Depois disso, melhoramos o site, implementamos mais uma novidade do Guru do Cartola: você monta seu time usando as ferramentas do site e envia para avaliação, eu avalio o seu time e te digo o que achei, te dou minha opinião baseada nos dados e estatísticas que estudo!         E como nunca nos acomodamos.... Em breve mais uma novidade: a página MEU TIME.         Nessa página você conseguirá ver o retrospecto do seu time em todas as rodadas anteriores, ver os jogadores e as posições que te renderam mais pontos, analisar seus capitães, os adversários que mais cederam pontos e muito mais. Isso ajudará a ver onde você está errando, onde precisa focar mais sua atenção, quais ajustes deve fazer.         Agora já estamos quase prontos para abrir novas vagas para o TIME GURU! Por isso essa é uma excelente oportunidade para melhorar ainda mais seu rendimento e concorrer a muitos prêmios.         Fique esperto que em breve teremos novidades! :)         Vamo que vamo, não chegamos nem na metade do campeonato ainda, então dá pra melhorar ainda mais e faturar suas ligas!       Olha só o resultado do pessoal:                         Grande abraço,             Luís, do Guru do Cartola                                                  .      .      Caso não queira receber nossos e-mails, clique em      sair     .                  "
